Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity
32775,649.807,220.02509946298,189.809403781021,1.15918966647626,0.505764487610189
32795,651.03,225.210252085729,185.600231202765,1.2134157949388,0.566415511021873
32796,654.824,223.145368688528,187.419262114213,1.19062131699432,0.542744878080534
32799,653.729,219.905549413948,190.112339602128,1.15671370871649,0.502601593364647
32829,658.101,221.599499993417,189.002627541416,1.17246782690817,0.52207126255298
32836,669.19,218.406003761023,191.758772774643,1.13896225242167,0.478674896169862
32849,664.105,230.72230757754,181.743685501681,1.26949284064896,0.616038377882255
32870,655.512,220.358162919771,190.020659766901,1.15965370918134,0.50635283368871
32885,659.728,227.067403663747,184.559693246439,1.23031957666156,0.582547094512749
32920,671.612,219.093133833251,191.462212480656,1.14431527242164,0.486132629246483
32925,656.646,225.128170216913,186.461528278006,1.20737061578331,0.560364526908099
32934,668.197,221.408730830372,189.601811051501,1.1677564133089,0.516407504501626
32947,668.231,209.693292722529,200.249599312651,1.04715961201567,0.296720861081351
32951,688.26,226.649046227471,185.521575459696,1.22168564850674,0.57444786808749
32988,676.797,224.751709935168,187.177294457018,1.20074237950254,0.553546740934802
33006,669.769,223.527749139746,188.24294120801,1.18744292723702,0.539249994326433
33010,665.85,224.971259206432,186.890091494319,1.20376236860728,0.556677424230566
33013,652.684,223.781853880398,188.029142329705,1.19014452285274,0.54222382295702
33019,655.703,224.450211414497,187.502627162863,1.19705102168804,0.549663318002298
33051,663.071,218.951371381023,192.47394174679,1.13756371067137,0.476689675487118
33058,655.511,224.44587881024,187.878161189724,1.1946352752707,0.547087283438198
33062,667.966,222.039143557775,189.781341162754,1.16997351898444,0.519088990364949
33078,659.456,235.560077511721,178.931232760117,1.31648384621328,0.650391530940831
33078,652.214,221.386902518904,190.354812125572,1.16302235833608,0.510582618449458
33089,663.915,217.335822126728,194.207048851102,1.11909337695234,0.448903019458828
33090,653.809,228.406675036144,184.688554788127,1.23671266634887,0.588365282366854
33143,648.385,222.526309539847,189.737379264391,1.17281218072358,0.522480156774231
33159,653.801,222.44402868829,189.980420019631,1.17087870773896,0.520175444011767
33168,680.621,234.31554800769,180.582753928228,1.29755219095184,0.63722005194865
33171,654.338,222.253649008938,190.361453229385,1.16753494595948,0.516138042666578
33194,664.658,232.308544254803,182.085601664036,1.27582050492621,0.621001572333122
33236,660.788,210.858002487167,200.927367309907,1.04942400485417,0.303273094043191
33248,660.068,230.96983467744,183.429248655006,1.25917669276315,0.607696024139774
33251,658.962,217.452162976616,194.983482547544,1.11523376306295,0.442693502941374
33276,704.493,234.788138398934,180.705496041287,1.29928609556673,0.638461899955088
33316,670.587,229.218082946794,185.279361525868,1.23714849327561,0.588756561495935
33319,668.601,225.017237808188,188.836510273636,1.19159815801576,0.54380889242355
33325,674.433,223.825484177477,189.735706376687,1.17966980729031,0.530484184982245
33330,653.776,224.360166693822,189.431387512528,1.18438749586303,0.53584201133043
33333,679.262,220.531291441488,192.716705596529,1.14432887776316,0.48615130600508
33338,659.103,232.26379452556,182.918509157086,1.26976649654463,0.616255392693031
33344,661.508,225.318056087632,188.668525973394,1.19425354560414,0.54667767952588
33382,659.434,222.870104411361,190.920248987046,1.16734660463638,0.51590865413751
33399,664.701,221.559942483789,192.089887926348,1.15341804233204,0.498328414857876
33421,654.804,219.544082329979,194.025390342122,1.1315224360217,0.467930880223371
33423,659.036,224.16805278239,189.981079737973,1.17994935649155,0.530804973473392
33427,665.61,228.223182029707,186.625865588569,1.2228914856467,0.575596241467215
33429,658.605,229.446090532674,185.698093366419,1.23558667928771,0.587351259444396
33431,666.841,219.907407658934,193.680468452029,1.13541344368135,0.47360670860756
33433,657.349,225.002512531217,189.566015425456,1.18693486290899,0.538686621315429
33446,656.077,224.233933786844,190.256598567,1.17858689514981,0.529237524121514
33447,664.412,226.118615379206,188.74064076551,1.19803882439996,0.550708724916241
33459,655.414,219.129947440109,194.543100160034,1.12638252017085,0.46023357712343
33468,659.987,224.459938905073,189.954346396386,1.18165202936016,0.532749760371282
33498,657.523,227.938076908781,187.316054338338,1.21686353961455,0.569797937147565
33534,657.067,218.844751825534,195.192853572502,1.12117194774371,0.452185632267984
33538,658.284,227.518681443713,187.944051910939,1.21056601222755,0.563582376270599
33539,662.418,223.683536249734,191.200602121603,1.16988928783536,0.518987647749282
33547,653.512,213.754070948645,199.925701390225,1.06916754305355,0.353836994080826
33560,669.259,227.936176758361,187.856592075965,1.21335202688116,0.566352488247581
33576,666.339,224.588725300139,190.463017786809,1.17917235539935,0.529912303306771
33583,657.754,221.711051228351,192.95040907747,1.14905717115807,0.49255959615
33584,658.848,223.73518256806,191.354482397849,1.16921840431669,0.518178983972781
33607,690.171,214.765297214989,199.524143201535,1.07638751766527,0.36999576273767
33620,670.224,222.77608329063,192.226031831046,1.15892775379369,0.505431801427829
33623,659.408,217.371862005668,197.083782733568,1.10294139370933,0.421848171005096
33631,669.076,224.889400261303,190.753366029564,1.1789537712611,0.529660589693102
33639,663.03,224.662906420846,190.853100482343,1.17715093887946,0.527574560003757
33717,664.363,231.622525487449,185.65312622547,1.2476090771892,0.597950376397927
33731,671.696,231.172012619896,186.126456220104,1.24201587090082,0.593081147784727
33736,655.729,221.390268047897,194.135951562853,1.14038778632005,0.480682529309785
33794,665.826,218.999893955056,196.577721811977,1.11406263098585,0.440779116703251
33809,669.341,230.247497134597,187.16429975073,1.23018918373454,0.582426872760963
33824,656.339,220.753864836952,195.281545449933,1.13043894817777,0.466327554951368
33838,661.029,222.973513667261,193.483638341044,1.15241534415554,0.497013691962908
33845,670.945,226.381604770418,190.521424480256,1.18822124801968,0.540110506534591
33849,669.571,221.610480978111,194.671348914688,1.13838262391261,0.47785400559852
33858,664.46,234.33500135413,184.139291588422,1.27259640966743,0.618486935361369
33860,683.315,225.535015385215,191.521161344873,1.17759841158802,0.528093987489809
33864,662.898,221.216425831431,195.063517829697,1.13407380474173,0.471666862437303
33866,668.421,230.931158562343,186.860875068174,1.23584543034003,0.587584681491416
33876,666.966,228.149173221578,189.164786775113,1.20608691031281,0.559059341899092
33930,666.214,224.150968781285,192.860562160267,1.16224367631479,0.509611259891621
33946,667.313,231.542539694339,187.028992099329,1.23800346189841,0.589522187399557
33946,668.564,234.754844967483,184.293738484972,1.27380803546196,0.619435382533387
33961,690.353,238.192498892404,181.654297214681,1.31124065075601,0.646827292438467
33961,667.497,233.11383397158,185.73329780606,1.25509984868192,0.604309902971466
33969,666.389,222.361832581153,194.769037195583,1.14166931142069,0.482473840558548
33972,672.812,232.988269251825,185.915624727797,1.25319359033404,0.602708674654198
33993,669.092,219.750574680408,197.092321362035,1.11496263863447,0.442251583619534
33996,663.743,223.096358068568,194.380876450562,1.14772791512394,0.49077447889987
34004,659.963,229.059750534421,189.1650396806,1.21089896378941,0.563915151416015
34027,670.16,231.657705340033,187.412365714149,1.23608548698099,0.587801025225957
34036,666.067,226.9280102067,191.110470591538,1.18741798659329,0.539222369212265
34051,677.272,227.620945797896,190.664003626731,1.19383282354396,0.546225424350395
34053,671.582,232.436144132938,186.791440323572,1.2443618601061,0.595136326097011
34060,662.146,220.43837742334,196.882203013011,1.11964603224585,0.449779933921597
34082,668.346,230.626946957561,188.391282903796,1.22419118020091,0.576827653379046
34097,680.595,227.819142013653,190.810171228547,1.19395701259959,0.546359010060335
34104,667.289,229.478735980193,189.544041710421,1.21068820686425,0.563704560873975
34113,673.914,221.24236619821,196.510381834822,1.12585586640495,0.459431580717025
34130,666.585,235.541347782227,184.778034452147,1.27472590819893,0.6201511211669
34131,668.091,224.338018557634,193.804212679785,1.15754975320531,0.503674085490244
34151,674.271,231.51360089504,188.035623022045,1.23122202683849,0.583377425712423
34151,662.129,226.524818514271,192.236336380151,1.17836629005618,0.528982778594503
34179,677.064,225.060501742526,193.592892794246,1.16254526958139,0.509987930350184
34191,661.403,223.980914906336,194.474673021449,1.15172279981997,0.496101592003775
34207,668.737,228.032468677892,191.415453546416,1.19129602366508,0.543480297567656
34207,661.138,226.873517660477,192.194708068254,1.18043581917931,0.531362195205579
34220,677.527,233.183019314855,186.959104240898,1.24724078167596,0.59763297902688
34222,671.994,223.298263790904,195.238368109852,1.14372121603303,0.48531578523418
34239,666.439,232.686293389298,187.724346125707,1.23951047475474,0.590865460403177
34246,684.324,229.908504189669,189.991144417768,1.2101011596842,0.563116981029543
34253,672.539,228.004279943417,191.368532321015,1.19144081410912,0.543637824535247
34254,668.704,223.968828567707,194.929186063963,1.14897534376517,0.492450072048987
34259,676.402,227.544924058459,191.86803821079,1.18594491391252,0.537585123069977
34276,689.626,229.558977214963,190.411506578501,1.20559403861616,0.55855630265462
34291,671.507,230.658067029187,189.623931207576,1.21639745342424,0.569343532771492
34313,671.844,220.933975426092,198.103851952546,1.11524320828963,0.442708884432823
34321,669.531,227.995845081106,191.827326713576,1.18854726793714,0.540470045800425
34327,677.311,231.158128342748,189.304371787069,1.22109239295729,0.573880789017942
34333,665.686,229.214864249517,190.871870066735,1.20088342074385,0.553693873253172
34337,667.785,229.806760463036,190.6295846378,1.20551466814384,0.558475194754994
34349,674.863,238.23124327213,183.724936942974,1.29667342515444,0.636587835102446
34390,680.24,245.014670841665,178.974510005424,1.36899199128546,0.682950706891803
34394,669.762,230.921133285333,189.905263160408,1.21598069185834,0.568936466343328
34395,665.156,231.717147143012,189.189825942239,1.22478651264131,0.57738952559961
34397,678.85,229.774702161511,190.931593976552,1.20343991989995,0.556345117669946
34410,684.481,232.457936137719,188.939629271714,1.23032916404965,0.582555931558291
34412,667.199,233.958985706268,187.398290924791,1.24845848140719,0.598680682985463
34419,687.797,224.143245668034,195.615162734266,1.14583778954049,0.488214124766151
34421,678.034,232.403914614929,189.14974745636,1.22867684329607,0.581027878996433
34425,680.503,232.645666600276,188.554405145298,1.23383840553076,0.58576782462685
34428,688.178,229.732497873278,191.379071703338,1.20040553979378,0.553194985955554
34441,675.683,228.697829086715,191.915203089773,1.19166082418044,0.543876990664141
34443,684.507,234.607330003755,187.57262382249,1.2507546422434,0.60064303412014
34447,682.912,225.087411313528,195.32917528387,1.15234916128843,0.496926670663736
34461,675.775,246.725439312431,178.157783722004,1.38487038937024,0.691799925363614
34469,666.834,230.157970513912,190.993671113055,1.20505548258546,0.558005411288855
34474,672.3,225.649409257869,194.650348124099,1.15925510245688,0.505847536217252
34475,677.676,241.043182075535,182.369113536695,1.32173248748634,0.653897960365723
34483,687.567,233.740724315387,188.587866479368,1.23942610242615,0.590790465329703
34491,674.657,233.182837010237,188.576365741391,1.2365432756829,0.588213023903597
34503,678.24,236.54464120598,185.892769444302,1.27247897760141,0.618394789345927
34509,668.332,230.32948561906,190.919741307841,1.20642047826618,0.559399185016144
34521,667.908,224.755317712523,195.682976512322,1.14856857616519,0.491904913092609
34523,673.987,231.917048612578,189.734176028231,1.22232616952505,0.575058573984268
34532,689.551,217.022102585856,202.714908484657,1.07057790770372,0.357077019102264
34543,670.896,235.018010417078,187.291135183299,1.25482719823909,0.60408158755019
34543,669.456,226.975443399274,193.972556977221,1.17014203935008,0.51929162043643
34594,670.069,233.440887657745,188.865990825778,1.23601335866279,0.587736043391792
34600,673.252,231.434916466981,190.457822307481,1.21515049192018,0.568123459417987
34601,685.556,226.519539171954,194.718756786125,1.16331648224705,0.510948533100304
34622,683.382,235.92880475975,187.053084797932,1.26129331154638,0.609433751958981
34623,675.213,228.194370717705,193.503300520009,1.17927895857315,0.530034969563075
34626,667.845,231.888421086257,190.468282875751,1.21746475363316,0.570382778405612
34629,670.997,233.131220766509,189.682874868037,1.22905782047377,0.58138110691384
34631,670.02,229.336783696473,192.401402581596,1.19197043586631,0.544213157794032
34635,667.638,227.063224549428,194.415219730712,1.16792926430316,0.516617610183087
34638,677.314,234.690450249994,188.339799672226,1.24610119931333,0.596648029879584
34666,681.015,225.792667176528,195.827765174962,1.15301661628418,0.497802899395014
34671,674.874,235.589519493412,187.64972443296,1.25547490253619,0.604623586529932
34676,668.424,226.447506699135,195.193788028223,1.16011635916607,0.506938032748704
34680,669.575,231.262447311072,191.241096120096,1.20927170991451,0.562284269911252
34700,690.412,233.630136234254,189.50181499077,1.23286490024189,0.584881320149164
34703,676.387,230.769315544459,191.762660929521,1.20341110425701,0.556315398410006
34722,670.391,227.259351498407,194.731862679168,1.16703732184203,0.515531503479467
34729,671.193,228.810271352696,193.657635112268,1.1815194955781,0.532598936854611
34733,670.564,228.327247814824,193.860023594625,1.17779438783249,0.528321130189347
34747,672.202,234.540419154962,188.725982982275,1.24275637857978,0.593731887861297
34748,669.267,221.090495867781,200.26914135255,1.10396686366462,0.423653580658801
34750,675.599,223.198836561426,198.528209810822,1.12426761302141,0.456997571298064
34757,686.779,231.229869991117,191.672033081067,1.20638293586274,0.559360960741551
34761,687.872,229.737021397124,192.887572598501,1.19104107279801,0.54320266910642
34766,669.475,232.175332190538,190.994047329458,1.21561554109613,0.568579226054799
34771,683.109,230.586519119367,192.185558405258,1.19981189550743,0.552573787670634
34772,671.947,228.047674630307,194.336638048155,1.17346722121332,0.5232560944664
34774,677.726,228.522215517314,193.960290032834,1.1781907290334,0.528779858054085
34787,677.348,230.856637934612,192.645931645796,1.19834681149182,0.551033739089574
34792,692.19,228.032660547443,194.338583139702,1.17337821889707,0.523150809289498
34794,693.537,237.490550847999,186.993337716811,1.27004819395043,0.61647855836511
34794,671.293,236.61087920035,187.423153116231,1.26244210102268,0.610371181770207
34800,671.796,226.636188574421,195.61382696342,1.15858982001718,0.505001894272023
34841,675.857,231.956964125302,191.611272370017,1.2105601160947,0.563576479016081
34841,670.201,223.722491473789,198.530793245748,1.126890634023,0.461004955462305
34847,686.633,236.426223619075,188.062657858295,1.25716729898193,0.606033554879254
34850,674.295,230.433581497671,192.752188193799,1.19549139056199,0.548003376347995
34865,680,224.825092117302,197.677632012539,1.13733197746441,0.476359223310328
34878,671.541,225.413503647309,197.147955929614,1.1433722585883,0.484834722615302
34878,679.271,229.296981635089,193.949870082933,1.18224869930071,0.533427615725719
34879,689.973,236.193130134605,188.398162444095,1.25369126253921,0.603127826920053
34879,675.467,223.80001449334,198.868746301588,1.12536544155583,0.458682478157239
34882,680.065,234.523244890575,189.531178881546,1.2373860927502,0.588969591395544
34883,672.664,232.322464187597,191.468438727401,1.21337211360647,0.566372342039741
34895,677.7,225.369838410819,197.232923868121,1.14265830466272,0.483847618930669
34911,677.462,235.255598389278,189.279988802989,1.24289736002754,0.593855566433165
34911,670.061,232.394657378899,191.376871066779,1.21432990352218,0.567317077348528
34912,676.03,230.310606076524,193.113979153455,1.19261488518919,0.544911378424838
34924,816.638,258.319787463974,181.639925775713,1.42215312168177,0.711032481820071
34934,687.791,230.15919857071,193.71721048044,1.18811951710377,0.53999820664878
34936,682.571,232.023556066831,192.052253889525,1.20812722250216,0.561130428509521
34945,675.172,234.989902297963,189.554167926161,1.23969789147291,0.591031958565993
34958,672.491,231.261891087858,192.608125477999,1.20068605887696,0.553487962601166
34960,681.462,237.561122125691,187.951051233225,1.26395207990035,0.611597287235674
34968,673.319,238.108675335276,187.137647830629,1.27237185085696,0.618310695422861
34968,750.395,242.822452005871,184.329547189153,1.31732788209312,0.650959510014587
34971,673.194,235.001586559661,189.689458143456,1.23887531157339,0.590300279102739
34980,675.203,233.008682688639,191.342760140273,1.2177554171259,0.570665001114299
34995,679.687,236.99073340175,188.131684709326,1.25970664520394,0.608132399745595
35022,670.696,231.836185261737,192.603633057894,1.20369580563442,0.556608864424358
35031,675.649,232.068017764463,192.536781527798,1.20531784068987,0.558273938715564
35042,676.65,225.6145212543,197.895934072212,1.14006648146683,0.480231412834111
35049,679.396,228.963198657554,195.075216182025,1.17371751849762,0.523551941530224
35059,671.731,230.031610826528,194.321814119948,1.18376627898574,0.535143215814854
35062,701.948,223.264100757669,200.252371364798,1.11491364240052,0.442171640656619
35066,674.509,229.03917130402,195.117975885899,1.17384966845883,0.523707996801623
35069,692.225,234.236651902047,191.213807476494,1.22499862846381,0.577589389799805
35081,677.561,234.795275157432,190.579238761587,1.23200867357414,0.584098759905428
35083,687.873,229.649875656529,194.933950008919,1.17809071044844,0.528664177113422
35083,685.515,227.984772665586,196.194184273196,1.16203634429919,0.509351983786621
35085,693.747,245.934942837211,181.85601125932,1.35236081080936,0.673214080819633
35087,678.15,237.29387575674,188.492282330493,1.2589049950633,0.607471966276819
35091,688.22,225.852179516809,197.988502974948,1.14073381091925,0.481167454032421
35091,685.847,232.503681071645,192.62691667872,1.20701553594109,0.560004226430895
35105,687.922,232.375560092077,192.494682097379,1.20717911560031,0.560170279440421
35106,688.658,231.112620102961,193.551490751618,1.19406272307943,0.546472660474056
35106,680.346,234.364202717976,191.01055243614,1.22696992249331,0.579438587749625
35122,679.818,231.796231505501,193.14332588602,1.20012550494388,0.552902155106883
35123,685.227,233.224886155997,192.004207712632,1.21468632867181,0.56766767343525
35128,669.663,228.402453594965,195.966868026179,1.16551566035363,0.513667509570547
35130,678.016,239.183150167505,187.160106071078,1.27796011227238,0.622654309088071
35131,684.17,234.523025493709,190.924540976422,1.22835453365145,0.580728620782057
35134,668.885,226.266431682644,197.955771047047,1.14301508102468,0.484341376106544
35145,681.083,243.764584779737,183.706528309757,1.32692390968661,0.657307236209345
35149,682.373,238.929221311281,187.422334154177,1.27481723237282,0.620222204244549
35162,673.468,230.230210445965,194.642456777073,1.18283654171942,0.534093600114581
35165,676.072,232.883461147834,192.385078478107,1.21050688021179,0.563523226309533
35175,706.545,226.797234116321,197.679157529116,1.14729967969899,0.490196672121028
35176,680.437,235.791339936426,190.024008653724,1.24085025680151,0.592053018957602
35208,678.529,232.285537153376,193.463469371821,1.20066872525139,0.553469869653394
35221,674.683,237.280978058076,189.129991263555,1.2545920214601,0.603884463306759
35223,674.287,231.268962910586,194.315959970837,1.19016967492169,0.542251338065355
35237,676.073,233.927614601491,192.02295689163,1.21822733275329,0.571122485704072
35246,683.282,240.090358737129,186.985513491286,1.28400513095533,0.627256068308807
35247,682.573,234.990539624924,191.235329742883,1.22880296198862,0.581144871728649
35254,687.045,225.063640101738,199.692033617845,1.12705367372064,0.461251975326138
35259,677.828,234.88963381851,191.297192487456,1.22787810298843,0.580285549392879
35272,682.696,232.130230809024,193.597547672422,1.1990349753903,0.551758353041187
35272,682.862,230.08115174289,195.420888710484,1.1773621195826,0.527819836609066
35277,676.858,238.552548526479,188.774182075354,1.26369266127322,0.611387126236739
35283,681.373,223.975012214674,200.836520534912,1.11521057832576,0.442655742821236
35287,677.949,223.620886871451,201.097336234317,1.1120032271879,0.437377571901235
35288,676.973,232.621305702862,193.387722043394,1.20287525622058,0.555762067794155
35300,685.599,238.216983066095,188.807623897236,1.26169154692478,0.609759171387383
35302,679.016,235.934090748344,190.740547603881,1.23693726222449,0.588567005439458
35304,686.408,234.615822846013,192.04540997515,1.22166847349474,0.574431470371208
35313,691.229,233.156694785761,193.117146052861,1.20733295593515,0.560326339406872
35316,682.911,237.776630215736,189.241627140611,1.25647107250384,0.605454602264216
35321,682.903,232.944452574472,193.411100698499,1.20440063539889,0.557333834054943
35330,682.682,234.639510736771,192.016233688024,1.22197746633234,0.574726301888229
35337,677.215,228.982968258459,196.633014057191,1.16451944428752,0.512439522975302
35338,680.836,227.467483803256,198.044921487565,1.14856509369031,0.491900240691929
35339,677.909,228.871151473587,196.958053699572,1.16202992045552,0.509343946215008
35344,694.82,234.366626905209,192.352180000264,1.21842459443343,0.571313449208285
35352,684.112,231.522954231537,194.654422899161,1.18940505323876,0.541413473803345
35354,687.741,235.015308381981,191.828254709782,1.22513395504504,0.57771680969225
35354,681.226,237.289685150932,189.889846207567,1.24961755401894,0.599673407374131
35364,683.341,222.294908686479,202.880789428521,1.09569225017629,0.408708384602848
35376,681.424,236.606392974437,190.512796810475,1.24194488210582,0.593018665865505
35377,687.757,237.874433893319,189.491758058704,1.25532865561164,0.604501322881004
35384,679.656,235.75769620133,191.326518061421,1.23222697297845,0.58429853221545
35402,681.514,231.008489369887,195.345932202163,1.18256104320011,0.533781706651766
35403,678.413,233.986551094945,192.87931802819,1.21312411038672,0.566127096873678
35408,684.211,241.922654035538,186.690713159474,1.29584728635583,0.635991731920651
35410,704.701,228.550568204841,197.433811050332,1.15760601990597,0.503746100020513
35412,675.129,228.003368422639,197.942791770045,1.15186497262056,0.496289108519473
35414,680.978,237.1379832266,190.367856320332,1.2456828994679,0.596285402767835
35432,681.365,233.742231894946,193.218809116159,1.20972814688256,0.562742865950598
35437,685.657,228.037132015471,198.233124313427,1.15034827204217,0.494281411525393
35438,678.412,233.18003280462,193.710572952389,1.20375480414243,0.556669633836165
35438,677.413,234.429704580743,192.6140461632,1.21709558181501,0.570023833999144
35442,698.883,236.867490194818,191.003257990667,1.24012277427431,0.591408965105346
35442,681.165,228.755127509374,197.586555108646,1.1577464235033,0.503925708892765
35450,680.993,235.796159460083,191.585719523606,1.23076062269364,0.582953270474066
35454,677.189,235.532463879198,191.853264893691,1.22766982365252,0.580091585109638
35467,683.515,226.947476005845,199.261077840254,1.13894533978074,0.478650981559671
35473,687.235,241.050143515874,187.644663691116,1.28460963810124,0.627710838792899
35481,679.09,237.901882166372,190.084488083866,1.25155863355567,0.601326085036257
35499,688.485,228.519750691063,197.998262563158,1.1541502825974,0.499284173094856
35507,682.142,239.232413666491,189.116163141886,1.26500247092579,0.612446176853882
35510,676.975,227.151612549002,199.323035239466,1.13961546028086,0.479596811960676
35511,702,224.14210686629,204.151325527742,1.09792138888577,0.41282134262359
35517,678.829,232.996395035574,194.232581971698,1.19957420464875,0.552324609661699
35532,676.181,231.10699672607,195.880197180658,1.17983849338748,0.530677806251511
35534,684.316,231.105463511398,196.03701570781,1.17888686826297,0.529583494700738
35539,690.791,247.062481294198,184.042212436033,1.34242290409364,0.667151862334435
35544,683.35,232.234703515348,195.029380887113,1.1907677830848,0.542904714711566
35555,697.407,238.238613722529,190.254622443273,1.25220933222563,0.601877373180817
35565,682.802,227.295701721943,199.383916533488,1.13999015403917,0.480124129649073
35589,687.923,235.063905985539,192.994447015851,1.21798274313163,0.570885487707173
35598,694.499,245.397667962786,185.348636543777,1.32397881386533,0.655380253739297
35602,688.378,240.655626467646,188.590307776753,1.2760763228221,0.621199848062567
35605,694.737,245.554451656192,184.744494120404,1.32915707623826,0.658756144732823
